2025-01-04 19:35:57,861 - WARNING: Sound achievement not found
2025-01-04 21:40:13,339 - WARNING: Sound achievement not found
2025-01-04 21:42:22,642 - WARNING: Sound achievement not found
2025-01-04 22:31:29,953 - WARNING: Sound achievement not found
2025-01-04 22:42:12,774 - WARNING: Sound achievement not found
2025-01-04 22:44:47,597 - WARNING: Sound achievement not found
2025-01-04 22:46:51,705 - WARNING: Sound achievement not found
2025-01-06 00:55:35,438 - WARNING: Sound achievement not found
2025-01-06 00:57:12,112 - WARNING: Sound achievement not found
2025-01-06 00:58:50,713 - WARNING: Sound achievement not found
2025-01-06 01:01:19,661 - WARNING: Sound achievement not found
2025-01-07 11:17:19,277 - WARNING: Sound achievement not found
2025-01-07 11:22:25,913 - WARNING: Sound achievement not found
2025-01-07 11:48:14,471 - WARNING: Sound achievement not found
2025-01-07 11:49:25,691 - WARNING: Sound achievement not found
2025-01-07 11:57:00,380 - WARNING: Sound achievement not found
2025-01-07 11:58:09,842 - WARNING: Sound achievement not found
2025-01-07 11:59:49,826 - WARNING: Sound achievement not found
2025-01-07 12:12:39,176 - WARNING: Sound achievement not found
2025-01-07 12:24:34,959 - WARNING: Sound achievement not found
2025-01-07 12:45:18,800 - WARNING: Sound achievement not found
2025-01-07 12:47:02,891 - WARNING: Sound achievement not found
2025-01-07 12:57:20,069 - WARNING: Sound achievement not found
2025-01-07 15:14:21,143 - WARNING: Sound achievement not found
2025-01-07 15:24:20,399 - WARNING: Sound achievement not found
2025-01-07 15:28:23,231 - INFO: Checking collision for head position: (360, 100)
2025-01-07 15:28:23,432 - INFO: Checking collision for head position: (360, 120)
2025-01-07 15:28:23,633 - INFO: Checking collision for head position: (380, 120)
2025-01-07 15:28:23,834 - INFO: Checking collision for head position: (400, 120)
2025-01-07 15:28:24,035 - INFO: Checking collision for head position: (420, 120)
2025-01-07 15:28:24,234 - INFO: Checking collision for head position: (440, 120)
2025-01-07 15:28:24,436 - INFO: Checking collision for head position: (460, 120)
2025-01-07 15:28:24,636 - INFO: Checking collision for head position: (480, 120)
2025-01-07 15:28:24,836 - INFO: Checking collision for head position: (480, 140)
2025-01-07 15:28:25,037 - INFO: Checking collision for head position: (480, 160)
2025-01-07 15:28:25,237 - INFO: Checking collision for head position: (480, 180)
2025-01-07 15:28:25,437 - INFO: Checking collision for head position: (480, 200)
2025-01-07 15:28:25,638 - INFO: Checking collision for head position: (480, 220)
2025-01-07 15:28:25,839 - INFO: Checking collision for head position: (480, 240)
2025-01-07 15:28:26,039 - INFO: Checking collision for head position: (480, 260)
2025-01-07 15:28:26,240 - INFO: Checking collision for head position: (480, 280)
2025-01-07 15:28:26,441 - INFO: Checking collision for head position: (480, 300)
2025-01-07 15:28:26,642 - INFO: Checking collision for head position: (480, 320)
2025-01-07 15:28:26,843 - INFO: Checking collision for head position: (480, 340)
2025-01-07 15:28:27,044 - INFO: Checking collision for head position: (460, 340)
2025-01-07 15:28:27,247 - INFO: Checking collision for head position: (440, 340)
2025-01-07 15:28:27,446 - INFO: Checking collision for head position: (420, 340)
2025-01-07 15:28:27,646 - INFO: Checking collision for head position: (400, 340)
2025-01-07 15:28:27,848 - INFO: Checking collision for head position: (380, 340)
2025-01-07 15:28:28,048 - INFO: Checking collision for head position: (360, 340)
2025-01-07 15:28:28,250 - INFO: Checking collision for head position: (340, 340)
2025-01-07 15:28:28,450 - INFO: Checking collision for head position: (320, 340)
2025-01-07 15:28:28,651 - INFO: Checking collision for head position: (300, 340)
2025-01-07 15:28:28,851 - INFO: Checking collision for head position: (280, 340)
2025-01-07 15:28:29,051 - INFO: Checking collision for head position: (260, 340)
2025-01-07 15:28:29,252 - INFO: Checking collision for head position: (240, 340)
2025-01-07 15:28:29,453 - INFO: Checking collision for head position: (220, 340)
2025-01-07 15:28:29,654 - INFO: Checking collision for head position: (200, 340)
2025-01-07 15:28:29,856 - INFO: Checking collision for head position: (200, 360)
2025-01-07 15:28:30,055 - INFO: Checking collision for head position: (200, 380)
2025-01-07 15:28:30,256 - INFO: Checking collision for head position: (200, 400)
2025-01-07 15:28:30,456 - INFO: Checking collision for head position: (220, 400)
2025-01-07 15:28:30,657 - INFO: Checking collision for head position: (240, 400)
2025-01-07 15:28:30,858 - INFO: Checking collision for head position: (260, 400)
2025-01-07 15:28:31,058 - INFO: Checking collision for head position: (280, 400)
2025-01-07 15:28:31,258 - INFO: Checking collision for head position: (300, 400)
2025-01-07 15:28:31,459 - INFO: Checking collision for head position: (320, 400)
2025-01-07 15:28:31,661 - INFO: Checking collision for head position: (340, 400)
2025-01-07 15:28:31,862 - INFO: Checking collision for head position: (360, 400)
2025-01-07 15:28:32,064 - INFO: Checking collision for head position: (380, 400)
2025-01-07 15:28:32,263 - INFO: Checking collision for head position: (400, 400)
2025-01-07 15:28:32,463 - INFO: Checking collision for head position: (420, 400)
2025-01-07 15:28:32,663 - INFO: Checking collision for head position: (440, 400)
2025-01-07 15:28:32,863 - INFO: Checking collision for head position: (460, 400)
2025-01-07 15:28:33,064 - INFO: Checking collision for head position: (480, 400)
2025-01-07 15:28:33,265 - INFO: Checking collision for head position: (500, 400)
2025-01-07 15:28:33,466 - INFO: Checking collision for head position: (520, 400)
2025-01-07 15:28:33,666 - INFO: Checking collision for head position: (540, 400)
2025-01-07 15:28:33,867 - INFO: Checking collision for head position: (540, 380)
2025-01-07 15:28:34,070 - INFO: Checking collision for head position: (540, 360)
2025-01-07 15:28:34,269 - INFO: Checking collision for head position: (540, 340)
2025-01-07 15:28:34,470 - INFO: Checking collision for head position: (540, 320)
2025-01-07 15:28:34,670 - INFO: Checking collision for head position: (540, 300)
2025-01-07 15:28:34,870 - INFO: Checking collision for head position: (540, 280)
2025-01-07 15:28:35,071 - INFO: Checking collision for head position: (540, 260)
2025-01-07 15:28:35,272 - INFO: Checking collision for head position: (540, 240)
2025-01-07 15:28:35,471 - INFO: Checking collision for head position: (540, 220)
2025-01-07 15:28:35,673 - INFO: Checking collision for head position: (540, 200)
2025-01-07 15:28:35,873 - INFO: Checking collision for head position: (540, 180)
2025-01-07 15:28:36,074 - INFO: Checking collision for head position: (540, 160)
2025-01-07 15:28:36,275 - INFO: Checking collision for head position: (560, 160)
2025-01-07 15:28:36,477 - INFO: Checking collision for head position: (580, 160)
2025-01-07 15:28:36,677 - INFO: Checking collision for head position: (580, 140)
2025-01-07 15:28:36,877 - INFO: Checking collision for head position: (580, 120)
2025-01-07 15:28:37,078 - INFO: Checking collision for head position: (580, 100)
2025-01-07 15:28:37,280 - INFO: Checking collision for head position: (580, 80)
2025-01-07 15:28:37,480 - INFO: Checking collision for head position: (580, 60)
2025-01-07 15:28:37,682 - INFO: Checking collision for head position: (560, 60)
2025-01-07 15:28:37,882 - INFO: Checking collision for head position: (540, 60)
2025-01-07 15:28:38,083 - INFO: Checking collision for head position: (520, 60)
2025-01-07 15:28:38,284 - INFO: Checking collision for head position: (500, 60)
2025-01-07 15:28:38,485 - INFO: Checking collision for head position: (480, 60)
2025-01-07 15:28:38,686 - INFO: Checking collision for head position: (460, 60)
2025-01-07 15:28:38,887 - INFO: Checking collision for head position: (440, 60)
2025-01-07 15:28:39,088 - INFO: Checking collision for head position: (440, 80)
2025-01-07 15:28:39,289 - INFO: Checking collision for head position: (440, 100)
2025-01-07 15:28:39,490 - INFO: Checking collision for head position: (440, 120)
2025-01-07 15:28:39,691 - INFO: Checking collision for head position: (440, 140)
2025-01-07 15:28:39,891 - INFO: Checking collision for head position: (440, 160)
2025-01-07 15:28:40,091 - INFO: Checking collision for head position: (440, 180)
2025-01-07 15:28:40,292 - INFO: Checking collision for head position: (440, 200)
2025-01-07 15:28:40,494 - INFO: Checking collision for head position: (440, 220)
2025-01-07 15:28:40,694 - INFO: Checking collision for head position: (440, 240)
2025-01-07 15:28:40,895 - INFO: Checking collision for head position: (440, 260)
2025-01-07 15:28:41,095 - INFO: Checking collision for head position: (440, 280)
2025-01-07 15:28:41,297 - INFO: Checking collision for head position: (440, 300)
2025-01-07 15:28:41,497 - INFO: Checking collision for head position: (440, 320)
2025-01-07 15:28:41,699 - INFO: Checking collision for head position: (440, 340)
2025-01-07 15:28:41,899 - INFO: Checking collision for head position: (420, 340)
2025-01-07 15:28:42,102 - INFO: Checking collision for head position: (400, 340)
2025-01-07 15:28:42,301 - INFO: Checking collision for head position: (380, 340)
2025-01-07 15:28:42,502 - INFO: Checking collision for head position: (360, 340)
2025-01-07 15:28:42,703 - INFO: Checking collision for head position: (360, 360)
2025-01-07 15:28:42,905 - INFO: Checking collision for head position: (360, 380)
2025-01-07 15:28:43,104 - INFO: Checking collision for head position: (360, 400)
2025-01-07 15:28:43,305 - INFO: Checking collision for head position: (360, 420)
2025-01-07 15:28:43,506 - INFO: Checking collision for head position: (380, 420)
2025-01-07 15:28:43,706 - INFO: Checking collision for head position: (400, 420)
2025-01-07 15:28:43,906 - INFO: Checking collision for head position: (420, 420)
2025-01-07 15:28:44,107 - INFO: Checking collision for head position: (440, 420)
2025-01-07 15:28:44,308 - INFO: Checking collision for head position: (460, 420)
2025-01-07 15:28:44,509 - INFO: Checking collision for head position: (480, 420)
2025-01-07 15:28:44,710 - INFO: Checking collision for head position: (500, 420)
2025-01-07 15:28:44,910 - INFO: Checking collision for head position: (520, 420)
2025-01-07 15:28:45,111 - INFO: Checking collision for head position: (540, 420)
2025-01-07 15:28:45,311 - INFO: Checking collision for head position: (560, 420)
2025-01-07 15:28:45,512 - INFO: Checking collision for head position: (580, 420)
2025-01-07 15:28:45,714 - INFO: Checking collision for head position: (600, 420)
2025-01-07 15:28:45,914 - INFO: Checking collision for head position: (620, 420)
2025-01-07 15:28:46,115 - INFO: Checking collision for head position: (640, 420)
2025-01-07 15:28:46,315 - INFO: Checking collision for head position: (660, 420)
2025-01-07 15:28:46,517 - INFO: Checking collision for head position: (680, 420)
2025-01-07 15:28:46,717 - INFO: Checking collision for head position: (700, 420)
2025-01-07 15:28:46,918 - INFO: Checking collision for head position: (700, 400)
2025-01-07 15:28:47,119 - INFO: Checking collision for head position: (700, 380)
2025-01-07 15:28:47,320 - INFO: Checking collision for head position: (700, 360)
2025-01-07 15:28:47,521 - INFO: Checking collision for head position: (680, 360)
2025-01-07 15:28:47,722 - INFO: Checking collision for head position: (660, 360)
2025-01-07 15:28:47,923 - INFO: Checking collision for head position: (640, 360)
2025-01-07 15:28:48,123 - INFO: Checking collision for head position: (620, 360)
2025-01-07 15:28:48,324 - INFO: Checking collision for head position: (600, 360)
2025-01-07 15:28:48,524 - INFO: Checking collision for head position: (580, 360)
2025-01-07 15:28:48,726 - INFO: Checking collision for head position: (560, 360)
2025-01-07 15:28:48,926 - INFO: Checking collision for head position: (540, 360)
2025-01-07 15:28:49,127 - INFO: Checking collision for head position: (520, 360)
2025-01-07 15:28:49,328 - INFO: Checking collision for head position: (500, 360)
2025-01-07 15:28:49,528 - INFO: Checking collision for head position: (500, 340)
2025-01-07 15:28:49,728 - INFO: Checking collision for head position: (500, 320)
2025-01-07 15:28:49,929 - INFO: Checking collision for head position: (500, 300)
2025-01-07 15:28:50,131 - INFO: Checking collision for head position: (500, 280)
2025-01-07 15:28:50,332 - INFO: Checking collision for head position: (500, 260)
2025-01-07 15:28:50,532 - INFO: Checking collision for head position: (500, 240)
2025-01-07 15:28:50,732 - INFO: Checking collision for head position: (500, 220)
2025-01-07 15:28:50,932 - INFO: Checking collision for head position: (500, 200)
2025-01-07 15:28:51,133 - INFO: Checking collision for head position: (480, 200)
2025-01-07 15:28:51,334 - INFO: Checking collision for head position: (460, 200)
2025-01-07 15:28:51,535 - INFO: Checking collision for head position: (440, 200)
2025-01-07 15:28:51,736 - INFO: Checking collision for head position: (420, 200)
2025-01-07 15:28:51,937 - INFO: Checking collision for head position: (400, 200)
2025-01-07 15:28:52,137 - INFO: Checking collision for head position: (380, 200)
2025-01-07 15:28:52,337 - INFO: Checking collision for head position: (360, 200)
2025-01-07 15:28:52,537 - INFO: Checking collision for head position: (340, 200)
2025-01-07 15:28:52,737 - INFO: Checking collision for head position: (320, 200)
2025-01-07 15:28:52,939 - INFO: Checking collision for head position: (300, 200)
2025-01-07 15:28:53,139 - INFO: Checking collision for head position: (300, 220)
2025-01-07 15:28:53,340 - INFO: Checking collision for head position: (300, 240)
2025-01-07 15:28:53,542 - INFO: Checking collision for head position: (300, 260)
2025-01-07 15:28:53,743 - INFO: Checking collision for head position: (300, 280)
2025-01-07 15:28:53,944 - INFO: Checking collision for head position: (320, 280)
2025-01-07 15:28:54,144 - INFO: Checking collision for head position: (340, 280)
2025-01-07 15:28:54,344 - INFO: Checking collision for head position: (340, 300)
2025-01-07 15:28:54,544 - INFO: Checking collision for head position: (340, 320)
2025-01-07 15:28:54,745 - INFO: Checking collision for head position: (340, 340)
2025-01-07 15:28:54,945 - INFO: Checking collision for head position: (340, 360)
2025-01-07 15:28:55,146 - INFO: Checking collision for head position: (340, 380)
2025-01-07 15:28:55,346 - INFO: Checking collision for head position: (340, 400)
2025-01-07 15:28:55,547 - INFO: Checking collision for head position: (340, 420)
2025-01-07 15:28:55,748 - INFO: Checking collision for head position: (340, 440)
2025-01-07 15:28:55,949 - INFO: Checking collision for head position: (340, 460)
2025-01-07 15:28:56,150 - INFO: Checking collision for head position: (340, 480)
2025-01-07 15:28:56,351 - INFO: Checking collision for head position: (340, 500)
2025-01-07 15:28:56,551 - INFO: Checking collision for head position: (340, 520)
2025-01-07 15:28:56,751 - INFO: Checking collision for head position: (320, 520)
2025-01-07 15:28:56,952 - INFO: Checking collision for head position: (300, 520)
2025-01-07 15:28:57,152 - INFO: Checking collision for head position: (280, 520)
2025-01-07 15:28:57,352 - INFO: Checking collision for head position: (260, 520)
2025-01-07 15:28:57,554 - INFO: Checking collision for head position: (260, 540)
2025-01-07 15:28:57,753 - INFO: Checking collision for head position: (260, 560)
2025-01-07 15:28:57,954 - INFO: Checking collision for head position: (280, 560)
2025-01-07 15:28:58,155 - INFO: Checking collision for head position: (300, 560)
2025-01-07 15:28:58,356 - INFO: Checking collision for head position: (320, 560)
2025-01-07 15:28:58,557 - INFO: Checking collision for head position: (340, 560)
2025-01-07 15:28:58,757 - INFO: Checking collision for head position: (360, 560)
2025-01-07 15:28:58,958 - INFO: Checking collision for head position: (380, 560)
2025-01-07 15:28:59,158 - INFO: Checking collision for head position: (400, 560)
2025-01-07 15:28:59,359 - INFO: Checking collision for head position: (420, 560)
2025-01-07 15:28:59,560 - INFO: Checking collision for head position: (440, 560)
2025-01-07 15:28:59,760 - INFO: Checking collision for head position: (460, 560)
2025-01-07 15:28:59,962 - INFO: Checking collision for head position: (480, 560)
2025-01-07 15:29:00,162 - INFO: Checking collision for head position: (500, 560)
2025-01-07 15:29:00,364 - INFO: Checking collision for head position: (520, 560)
2025-01-07 15:29:00,564 - INFO: Checking collision for head position: (540, 560)
2025-01-07 15:29:00,764 - INFO: Checking collision for head position: (560, 560)
2025-01-07 15:29:00,965 - INFO: Checking collision for head position: (580, 560)
2025-01-07 15:29:01,166 - INFO: Checking collision for head position: (600, 560)
2025-01-07 15:29:01,366 - INFO: Checking collision for head position: (620, 560)
2025-01-07 15:29:01,567 - INFO: Checking collision for head position: (640, 560)
2025-01-07 15:29:01,768 - INFO: Checking collision for head position: (660, 560)
2025-01-07 15:29:01,969 - INFO: Checking collision for head position: (680, 560)
2025-01-07 15:29:02,171 - INFO: Checking collision for head position: (700, 560)
2025-01-07 15:29:02,370 - INFO: Checking collision for head position: (720, 560)
2025-01-07 15:29:02,571 - INFO: Checking collision for head position: (720, 540)
2025-01-07 15:29:02,772 - INFO: Checking collision for head position: (720, 520)
2025-01-07 15:29:02,973 - INFO: Checking collision for head position: (720, 500)
2025-01-07 15:29:03,175 - INFO: Checking collision for head position: (720, 480)
2025-01-07 15:29:03,375 - INFO: Checking collision for head position: (720, 460)
2025-01-07 15:29:03,576 - INFO: Checking collision for head position: (720, 440)
2025-01-07 15:29:03,776 - INFO: Checking collision for head position: (720, 420)
2025-01-07 15:29:03,977 - INFO: Checking collision for head position: (720, 400)
2025-01-07 15:29:04,177 - INFO: Checking collision for head position: (720, 380)
2025-01-07 15:29:04,378 - INFO: Checking collision for head position: (720, 360)
2025-01-07 15:29:04,579 - INFO: Checking collision for head position: (720, 340)
2025-01-07 15:29:04,781 - INFO: Checking collision for head position: (720, 320)
2025-01-07 15:29:04,981 - INFO: Checking collision for head position: (720, 300)
2025-01-07 15:29:05,182 - INFO: Checking collision for head position: (720, 280)
2025-01-07 15:29:05,382 - INFO: Checking collision for head position: (720, 260)
2025-01-07 15:29:05,582 - INFO: Checking collision for head position: (720, 240)
2025-01-07 15:29:05,782 - INFO: Checking collision for head position: (720, 220)
2025-01-07 15:29:05,983 - INFO: Checking collision for head position: (720, 200)
2025-01-07 15:29:06,184 - INFO: Checking collision for head position: (720, 180)
2025-01-07 15:29:06,385 - INFO: Checking collision for head position: (720, 160)
2025-01-07 15:29:06,586 - INFO: Checking collision for head position: (720, 140)
2025-01-07 15:29:06,787 - INFO: Checking collision for head position: (720, 120)
2025-01-07 15:29:06,989 - INFO: Checking collision for head position: (720, 100)
2025-01-07 15:29:07,189 - INFO: Checking collision for head position: (720, 80)
2025-01-07 15:29:07,390 - INFO: Checking collision for head position: (720, 60)
2025-01-07 15:29:07,590 - INFO: Checking collision for head position: (720, 40)
2025-01-07 15:29:07,791 - INFO: Checking collision for head position: (720, 20)
2025-01-07 15:29:07,993 - INFO: Checking collision for head position: (720, 0)
2025-01-07 15:29:08,195 - INFO: Checking collision for head position: (700, 0)
2025-01-07 15:29:08,395 - INFO: Checking collision for head position: (680, 0)
2025-01-07 15:29:08,596 - INFO: Checking collision for head position: (660, 0)
2025-01-07 15:29:08,797 - INFO: Checking collision for head position: (640, 0)
2025-01-07 15:29:08,998 - INFO: Checking collision for head position: (620, 0)
2025-01-07 15:29:09,199 - INFO: Checking collision for head position: (600, 0)
2025-01-07 15:29:09,399 - INFO: Checking collision for head position: (580, 0)
2025-01-07 15:29:09,599 - INFO: Checking collision for head position: (560, 0)
2025-01-07 15:29:09,800 - INFO: Checking collision for head position: (540, 0)
2025-01-07 15:29:10,001 - INFO: Checking collision for head position: (520, 0)
2025-01-07 15:29:10,201 - INFO: Checking collision for head position: (500, 0)
2025-01-07 15:29:10,403 - INFO: Checking collision for head position: (480, 0)
2025-01-07 15:29:10,604 - INFO: Checking collision for head position: (460, 0)
2025-01-07 15:29:10,804 - INFO: Checking collision for head position: (440, 0)
2025-01-07 15:29:11,005 - INFO: Checking collision for head position: (420, 0)
2025-01-07 15:29:11,206 - INFO: Checking collision for head position: (400, 0)
2025-01-07 15:29:11,408 - INFO: Checking collision for head position: (380, 0)
2025-01-07 15:29:11,607 - INFO: Checking collision for head position: (360, 0)
2025-01-07 15:29:11,808 - INFO: Checking collision for head position: (340, 0)
2025-01-07 15:29:12,009 - INFO: Checking collision for head position: (340, 20)
2025-01-07 15:29:12,210 - INFO: Checking collision for head position: (340, 40)
2025-01-07 15:29:12,411 - INFO: Checking collision for head position: (340, 60)
2025-01-07 15:29:12,612 - INFO: Checking collision for head position: (340, 80)
2025-01-07 15:29:12,812 - INFO: Checking collision for head position: (340, 100)
2025-01-07 15:29:13,013 - INFO: Checking collision for head position: (340, 120)
2025-01-07 15:29:13,214 - INFO: Checking collision for head position: (340, 140)
2025-01-07 15:29:13,415 - INFO: Checking collision for head position: (340, 160)
2025-01-07 15:29:13,615 - INFO: Checking collision for head position: (340, 180)
2025-01-07 15:29:13,815 - INFO: Checking collision for head position: (340, 200)
2025-01-07 15:29:14,016 - INFO: Checking collision for head position: (340, 220)
2025-01-07 15:29:14,215 - INFO: Checking collision for head position: (340, 240)
2025-01-07 15:29:14,416 - INFO: Checking collision for head position: (340, 260)
2025-01-07 15:29:14,617 - INFO: Checking collision for head position: (340, 280)
2025-01-07 15:29:14,818 - INFO: Checking collision for head position: (340, 300)
2025-01-07 15:29:15,019 - INFO: Checking collision for head position: (340, 320)
2025-01-07 15:29:15,220 - INFO: Checking collision for head position: (340, 340)
2025-01-07 15:29:15,421 - INFO: Checking collision for head position: (340, 360)
2025-01-07 15:29:15,621 - INFO: Checking collision for head position: (340, 380)
2025-01-07 15:29:15,823 - INFO: Checking collision for head position: (340, 400)
2025-01-07 15:29:16,023 - INFO: Checking collision for head position: (320, 400)
2025-01-07 15:29:16,225 - INFO: Checking collision for head position: (300, 400)
2025-01-07 15:29:16,425 - INFO: Checking collision for head position: (280, 400)
2025-01-07 15:29:16,627 - INFO: Checking collision for head position: (260, 400)
2025-01-07 15:29:16,827 - INFO: Checking collision for head position: (240, 400)
2025-01-07 15:29:17,028 - INFO: Checking collision for head position: (220, 400)
2025-01-07 15:29:17,229 - INFO: Checking collision for head position: (200, 400)
2025-01-07 15:29:17,430 - INFO: Checking collision for head position: (180, 400)
2025-01-07 15:29:17,631 - INFO: Checking collision for head position: (160, 400)
2025-01-07 15:29:17,832 - INFO: Checking collision for head position: (140, 400)
2025-01-07 15:29:18,033 - INFO: Checking collision for head position: (120, 400)
2025-01-07 15:29:18,234 - INFO: Checking collision for head position: (100, 400)
2025-01-07 15:29:18,435 - INFO: Checking collision for head position: (80, 400)
2025-01-07 15:29:18,635 - INFO: Checking collision for head position: (60, 400)
2025-01-07 15:29:18,836 - INFO: Checking collision for head position: (40, 400)
2025-01-07 15:29:19,037 - INFO: Checking collision for head position: (20, 400)
2025-01-07 15:29:19,238 - INFO: Checking collision for head position: (20, 380)
2025-01-07 15:29:19,439 - INFO: Checking collision for head position: (20, 360)
2025-01-07 15:29:19,640 - INFO: Checking collision for head position: (20, 340)
2025-01-07 15:29:19,841 - INFO: Checking collision for head position: (20, 320)
2025-01-07 15:29:20,042 - INFO: Checking collision for head position: (0, 320)
2025-01-07 15:29:20,243 - INFO: Checking collision for head position: (0, 300)
2025-01-07 15:29:20,444 - INFO: Checking collision for head position: (0, 280)
2025-01-07 15:29:20,645 - INFO: Checking collision for head position: (0, 260)
2025-01-07 15:29:20,845 - INFO: Checking collision for head position: (0, 240)
2025-01-07 15:29:21,045 - INFO: Checking collision for head position: (0, 220)
2025-01-07 15:29:21,245 - INFO: Checking collision for head position: (20, 220)
2025-01-07 15:29:21,445 - INFO: Checking collision for head position: (40, 220)
2025-01-07 15:29:21,646 - INFO: Checking collision for head position: (60, 220)
2025-01-07 15:29:21,847 - INFO: Checking collision for head position: (80, 220)
2025-01-07 15:29:22,048 - INFO: Checking collision for head position: (100, 220)
2025-01-07 15:29:22,249 - INFO: Checking collision for head position: (100, 200)
2025-01-07 15:29:22,450 - INFO: Checking collision for head position: (100, 180)
2025-01-07 15:29:22,651 - INFO: Checking collision for head position: (100, 160)
2025-01-07 15:29:22,852 - INFO: Checking collision for head position: (120, 160)
2025-01-07 15:29:23,054 - INFO: Checking collision for head position: (140, 160)
2025-01-07 15:29:23,254 - INFO: Checking collision for head position: (160, 160)
2025-01-07 15:29:23,455 - INFO: Checking collision for head position: (180, 160)
2025-01-07 15:29:23,656 - INFO: Checking collision for head position: (200, 160)
2025-01-07 15:29:23,858 - INFO: Checking collision for head position: (220, 160)
2025-01-07 15:29:24,058 - INFO: Checking collision for head position: (240, 160)
2025-01-07 15:29:24,259 - INFO: Checking collision for head position: (260, 160)
2025-01-07 15:29:24,460 - INFO: Checking collision for head position: (280, 160)
2025-01-07 15:29:24,662 - INFO: Checking collision for head position: (300, 160)
2025-01-07 15:29:24,862 - INFO: Checking collision for head position: (320, 160)
2025-01-07 15:29:25,063 - INFO: Checking collision for head position: (340, 160)
2025-01-07 15:29:25,263 - INFO: Checking collision for head position: (360, 160)
2025-01-07 15:29:25,465 - INFO: Checking collision for head position: (380, 160)
2025-01-07 15:29:25,665 - INFO: Checking collision for head position: (400, 160)
2025-01-07 15:29:25,866 - INFO: Checking collision for head position: (420, 160)
2025-01-07 15:29:26,067 - INFO: Checking collision for head position: (420, 180)
2025-01-07 15:29:26,267 - INFO: Checking collision for head position: (420, 200)
2025-01-07 15:29:26,468 - INFO: Checking collision for head position: (420, 220)
2025-01-07 15:29:26,668 - INFO: Checking collision for head position: (420, 240)
2025-01-07 15:29:26,869 - INFO: Checking collision for head position: (420, 260)
2025-01-07 15:29:27,069 - INFO: Checking collision for head position: (420, 280)
2025-01-07 15:29:27,269 - INFO: Checking collision for head position: (420, 300)
2025-01-07 15:29:27,470 - INFO: Checking collision for head position: (420, 320)
2025-01-07 15:29:27,670 - INFO: Checking collision for head position: (420, 340)
2025-01-07 15:29:27,871 - INFO: Checking collision for head position: (400, 340)
2025-01-07 15:29:28,072 - INFO: Checking collision for head position: (380, 340)
2025-01-07 15:29:28,273 - INFO: Checking collision for head position: (360, 340)
2025-01-07 15:29:28,473 - INFO: Checking collision for head position: (340, 340)
2025-01-07 15:29:28,674 - INFO: Checking collision for head position: (320, 340)
2025-01-07 15:29:28,874 - INFO: Checking collision for head position: (300, 340)
2025-01-07 15:29:29,074 - INFO: Checking collision for head position: (280, 340)
2025-01-07 15:29:29,275 - INFO: Checking collision for head position: (280, 360)
2025-01-07 15:29:29,476 - INFO: Checking collision for head position: (280, 380)
2025-01-07 15:29:29,675 - INFO: Checking collision for head position: (260, 380)
2025-01-07 15:29:29,876 - INFO: Checking collision for head position: (240, 380)
2025-01-07 15:29:30,077 - INFO: Checking collision for head position: (220, 380)
2025-01-07 15:29:30,278 - INFO: Checking collision for head position: (200, 380)
2025-01-07 15:29:30,479 - INFO: Checking collision for head position: (180, 380)
2025-01-07 15:29:30,680 - INFO: Checking collision for head position: (160, 380)
2025-01-07 15:29:30,881 - INFO: Checking collision for head position: (140, 380)
2025-01-07 15:29:31,082 - INFO: Checking collision for head position: (120, 380)
2025-01-07 15:29:31,283 - INFO: Checking collision for head position: (100, 380)
2025-01-07 15:29:31,484 - INFO: Checking collision for head position: (80, 380)
2025-01-07 15:29:31,684 - INFO: Checking collision for head position: (60, 380)
2025-01-07 15:29:31,885 - INFO: Checking collision for head position: (40, 380)
2025-01-07 15:29:32,085 - INFO: Checking collision for head position: (20, 380)
2025-01-07 15:29:32,285 - INFO: Checking collision for head position: (0, 380)
2025-01-07 15:29:32,486 - INFO: Checking collision for head position: (0, 360)
2025-01-07 15:29:32,689 - INFO: Checking collision for head position: (0, 340)
2025-01-07 15:29:32,888 - INFO: Checking collision for head position: (0, 320)
2025-01-07 15:29:33,089 - INFO: Checking collision for head position: (0, 300)
2025-01-07 15:29:33,290 - INFO: Checking collision for head position: (0, 280)
2025-01-07 15:29:33,490 - INFO: Checking collision for head position: (0, 260)
2025-01-07 15:29:33,691 - INFO: Checking collision for head position: (0, 240)
2025-01-07 15:29:33,891 - INFO: Checking collision for head position: (0, 220)
2025-01-07 15:29:34,092 - INFO: Checking collision for head position: (20, 220)
2025-01-07 15:29:34,292 - INFO: Checking collision for head position: (20, 240)
2025-01-07 15:29:34,492 - INFO: Checking collision for head position: (20, 260)
2025-01-07 15:29:34,693 - INFO: Checking collision for head position: (20, 280)
2025-01-07 15:29:34,894 - INFO: Checking collision for head position: (40, 280)
2025-01-07 15:29:35,095 - INFO: Checking collision for head position: (60, 280)
2025-01-07 15:29:35,295 - INFO: Checking collision for head position: (80, 280)
2025-01-07 15:29:35,494 - INFO: Checking collision for head position: (80, 300)
2025-01-07 15:29:35,695 - INFO: Checking collision for head position: (80, 320)
2025-01-07 15:29:35,896 - INFO: Checking collision for head position: (60, 320)
2025-01-07 15:29:36,096 - INFO: Checking collision for head position: (40, 320)
2025-01-07 15:29:36,297 - INFO: Checking collision for head position: (20, 320)
2025-01-07 15:29:36,499 - INFO: Checking collision for head position: (400, 300)
2025-01-07 15:29:36,699 - INFO: Checking collision for head position: (420, 300)
2025-01-07 15:29:36,899 - INFO: Checking collision for head position: (440, 300)
